username,timestamp,ip,country,city,device,browser,success,is_attack,attack_type
alice.johnson,2026-06-01T02:59:20,192.168.1.169,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T02:59:06,192.168.1.4,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T03:00:12,192.168.1.211,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T03:00:16,192.168.1.78,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T03:02:36,192.168.1.171,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T02:59:00,192.168.1.242,US,New York,Windows,Chrome,True,True,brute_force
alice.johnson,2026-06-01T03:03:53,192.168.1.36,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T03:00:36,192.168.1.31,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-01T03:00:36,192.168.1.31,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:47:35,192.168.1.41,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-02T09:38:00,192.168.1.185,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:38:25,192.168.1.54,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:39:12,192.168.1.164,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:40:06,192.168.1.69,US,New York,Windows,Chrome,True,True,brute_force
alice.johnson,2026-06-02T09:40:04,192.168.1.127,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:39:55,192.168.1.233,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:42:24,192.168.1.218,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:39:52,192.168.1.25,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:42:40,192.168.1.110,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:44:09,192.168.1.72,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:40:40,192.168.1.2,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:42:35,192.168.1.199,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T09:42:35,192.168.1.199,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-02T10:40:16,192.168.1.43,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-02T15:35:45,192.168.1.111,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-02T16:00:07,192.168.1.21,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-03T10:34:02,192.168.1.215,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-03T13:37:35,192.168.1.39,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-04T14:08:02,192.168.1.80,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-04T13:57:59,192.168.1.205,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-04T08:57:22,192.168.1.55,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-05T18:15:42,192.168.1.28,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-05T13:49:35,192.168.1.228,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-06T14:39:47,192.168.1.41,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-06T11:55:10,192.168.1.251,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-06T10:56:26,192.168.1.8,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-07T10:47:59,192.168.1.87,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-07T14:51:42,192.168.1.223,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-07T11:17:10,192.168.1.203,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-08T09:24:55,192.168.1.11,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-08T15:14:12,192.168.1.211,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-08T15:22:19,192.168.1.212,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-08T11:14:01,192.168.1.170,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-09T11:25:21,192.168.1.73,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-10T09:49:17,192.168.1.91,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-10T18:32:25,192.168.1.175,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-11T16:21:01,192.168.1.31,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-12T12:11:37,192.168.1.248,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-12T12:02:06,192.168.1.154,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-12T14:22:46,192.168.1.203,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-13T13:27:38,192.168.1.253,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-13T16:07:24,192.168.1.232,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-13T17:12:16,192.168.1.13,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-14T14:00:33,192.168.1.238,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-14T16:43:46,192.168.1.242,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-14T18:12:23,192.168.1.112,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-15T09:42:58,192.168.1.86,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-15T17:20:42,192.168.1.219,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-16T09:46:57,192.168.1.78,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-16T16:19:42,192.168.1.106,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-16T13:25:44,192.168.1.77,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-17T16:08:12,192.168.1.109,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-17T18:24:43,192.168.1.193,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-06-18T10:39:36,192.168.1.79,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-18T14:35:53,192.168.1.2,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-18T12:18:13,192.168.1.112,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-18T17:38:41,192.168.1.84,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-19T15:28:28,192.168.1.174,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-20T11:32:30,192.168.1.205,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-20T10:42:05,192.168.1.74,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-20T16:42:40,192.168.1.160,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-21T13:05:52,192.168.1.245,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-21T11:43:19,192.168.1.59,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-21T11:09:01,192.168.1.13,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-21T12:38:01,177.54..108,BR,Rio de Janeiro,Windows,Chrome,True,True,impossible_travel
alice.johnson,2026-06-21T11:09:01,192.168.1.13,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-22T18:36:12,192.168.1.185,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-23T14:31:25,192.168.1.64,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-24T10:41:44,192.168.1.3,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-24T09:49:27,192.168.1.58,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-24T11:24:27,89.15..65,DE,Frankfurt,Windows,Chrome,True,True,impossible_travel
alice.johnson,2026-06-24T09:49:27,192.168.1.58,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-25T09:29:08,192.168.1.207,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-25T15:42:33,192.168.1.254,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-25T16:38:20,192.168.1.245,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-26T15:39:52,192.168.1.186,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-27T16:27:53,192.168.1.234,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-27T16:28:57,192.168.1.42,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-27T15:28:00,192.168.1.194,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:28:22,192.168.1.217,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:29:10,192.168.1.72,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:29:57,192.168.1.201,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:30:04,192.168.1.126,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:30:55,192.168.1.63,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:30:18,192.168.1.114,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:29:59,192.168.1.184,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:31:12,192.168.1.62,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:31:27,192.168.1.87,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:32:10,192.168.1.230,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:33:52,192.168.1.22,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:31:48,192.168.1.40,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:32:46,192.168.1.100,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:36:38,192.168.1.41,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:37:15,192.168.1.56,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:32:32,192.168.1.108,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:35:56,192.168.1.86,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:37:36,192.168.1.121,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-27T15:37:36,192.168.1.121,US,New York,Windows,Chrome,False,True,brute_force
alice.johnson,2026-06-28T14:03:13,192.168.1.215,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-28T14:24:57,192.168.1.199,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-28T17:44:01,192.168.1.221,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-29T17:24:30,192.168.1.3,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-29T13:19:48,192.168.1.101,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-29T14:34:47,192.168.1.190,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-30T16:51:38,192.168.1.231,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-06-30T11:31:14,192.168.1.71,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-01T14:31:01,192.168.1.101,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-01T13:42:43,192.168.1.206,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-01T14:46:10,192.168.1.217,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-02T15:58:08,192.168.1.253,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-03T17:34:01,192.168.1.234,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-03T14:37:36,192.168.1.171,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-03T08:05:41,192.168.1.111,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-04T10:55:29,192.168.1.48,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-04T08:16:24,192.168.1.85,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-07-04T11:29:20,192.168.1.88,US,New York,Windows,Chrome,False,False,
alice.johnson,2026-07-05T14:17:48,192.168.1.245,US,New York,Windows,Chrome,True,False,
alice.johnson,2026-07-05T14:16:53,192.168.1.22,US,New York,Windows,Chrome,True,False,
